0;1;12
0;1;20
1;2;20
1;2;13
2;3;13
2;3;27
3;4;5
3;4;27
21;4;5
16;5;6
21;5;6
16;6;7
23;6;7
17;7;8
23;7;8
8;9;28
17;8;9
9;10;28
18;9;10
22;10;11
19;10;11
24;12;13
1;12;13
25;13;14
3;13;14
26;14;15
3;14;15
16;26;15
16;5;15
17;16;26
17;16;7
17;18;25
17;18;9
19;18;25
19;18;10
0;11;12
0;22;11
19;24;12
19;11;12
23;8;28
25;26;14
21;6;23
4;21;27
21;20;27
2;20;27
22;10;28
19;25;24
25;24;13
17;25;26
3;5;15
0;20;22
